detention_facility_code,name,state,start,end,place,type
LPAPSAZ,La Palma Corr Ctr Apso,AZ,125,200,"Eloy, AZ",Dedicated
LPLCCAZ,La Palma Correctional Center,AZ,117,179,"Eloy, AZ",Dedicated
LAPAZAZ,La Paz County Adult Det. Fac.,AZ,2,201,"Parker, AZ",Federal
LPZRHAZ,La Paz Regional Hospital,AZ,188,196,"Parker, AZ",Medical
LAPLACO,La Plata County Jail,CO,15,138,"Durango, CO",Federal
LQSNATX,La Quinta Inn By Wyndham SNA,TX,149,163,"San Antonio, TX",Hotel
CSCLQTX,La Quinta Wyndham Casa De Paz,TX,151,159,"Pearsall, TX",Family / Youth
LQWCSTX,La Quinta Wyndham Casa Do Sonho,TX,155,162,"Cotulla, TX",Family / Youth
LSRDCTX,La Salle Co Regional Det. Center,TX,32,201,"Encinal, TX",Federal
BOPLTL,"La Tuna Federal Sattelite, Low",TX,116,120,"Anthony, TX",Federal
LACKAPA,"Lackawana Cnty Jail, PA",PA,0,92,"Scranton, PA",Federal
CTLAFSL,Laffayette Sheriff's Lock,CT,0,57,"Hartford, CT",Hold / Staging
LHMCBMA,Lahey Hospital & Med Ctr,MA,183,200,"Burlington, MA",Medical
LAKCOMT,Lake County Jail,MT,0,11,"Polson, MT",Non-dedicated
LAKCOFL,Lake County Jail,FL,195,201,"Tavares, FL",Other / Unknown
LKLNDLA,Lakeland Nursing Home,LA,0,134,"Pineville, LA",Medical
LAKMCFL,Lakeside Medical Center,FL,114,190,"Belle Glade, FL",Medical
LANECOR,Lane Co Jail,OR,0,132,"Eugene, OR",Non-dedicated
LARCOWY,Laramie County Jail,WY,0,170,"Cheyenne, WY",Federal
LRDHOLD,Laredo Detention Center Hold Room,TX,29,201,"Laredo, TX",Hold / Staging
LRDMCTX,Laredo Medical Center,TX,172,201,"Laredo, TX",Medical
LRDICDF,Laredo Processing Center,TX,0,201,"Laredo, TX",Dedicated
LARIMCO,Larimer County Jail,CO,0,66,"Fort Collins, CO",Federal
LRKBHFL,Larkin Behavioral Health Svcs,FL,119,201,"Hollywood, FL",Medical
LRKNHFL,Larkin Hospital,FL,5,201,"South Miami, FL",Medical
LASANCO,Las Animas County Jail,CO,18,19,"Trinidad, CO",Non-dedicated
LASWOCA,Las Colinas Women Det Fac,CA,48,56,"Santee, CA",Non-dedicated
LASHOLD,Las Cruces Hold Room,NM,174,201,"Las Cruces, NM",Hold / Staging
LVGHOLD,Las Vegas Hold Room,NV,0,201,"Las Vegas, NV",Hold / Staging
OLACCLA,Lasalle Corr Ctr Olla,LA,129,198,"Olla, LA",Non-dedicated
LASALTX,Lasalle County Jail,TX,65,143,"Cotulla, TX",Other / Unknown
JENADLA,Lasalle ICE Processing Center,LA,0,201,"Jena, LA",Dedicated
LARELKY,Laurel County Corrections,KY,197,201,"London, KY",Federal
LAURITX,Laurel Ridge Treatment Ctr,TX,177,179,"San Antonio, TX",Medical
LAVACTX,Lavaca County Jail,TX,113,114,"Hallettsville, TX",Other / Unknown
LAWRESD,"Lawrence Co. Jail, SD",SD,7,9,"Deadwood, SD",Non-dedicated
LAWREPA,Lawrence County Jail,PA,2,51,"New Castle, PA",Federal
LEACONM,Lea County Jail,NM,60,157,"Lovington, NM",Federal
BOPLVN,Leavenworth USP,KS,196,201,"Leavenworth, KS",Other / Unknown
LEHIGPA,"Lehigh County Jail, PA",PA,112,131,"Allentown, PA",Federal
LVYHOPA,Lehigh Valley Hospital - Pocono,PA,191,197,"East Stroudsburg, PA",Medical
AKLEMON,"Lemon Creek, Juneau,AK",AK,1,181,"Juneau, AK",Federal
LSHOSMA,Lemuel Shattuck Hospital,MA,1,199,"Jamaica Plain, MA",Medical
LEVYCFL,Levy County Jail,FL,166,197,"Bronson, FL",Non-dedicated
LEWISMT,Lewis & Clark County Jail,MT,0,118,"Helena, MT",Non-dedicated
LEWISNY,Lewis County Jail,NY,45,46,"Lowville, NY",Non-dedicated
LEXINSC,Lexington County Jail,SC,26,201,"Lexington, SC",Federal
LEXFCKY,Lexington Processing @ Fayette Co,KY,178,201,"Lexington, KY",Federal
BOPLEX,Lexinton Fed.Med Center,KY,67,114,"Lexington, KY",Federal
LIMMCTX,Limeston Medical Center,TX,173,188,"Groesbeck, TX",Medical
LIMCJTX,Limestone County Jail,TX,170,175,"Groesbeck, TX",Other / Unknown
LIMESTX,Limestone Det Center,TX,0,201,"Groesbeck, TX",Federal
LINCONE,Lincoln County Jail,NE,120,201,"North Platte, NE",Non-dedicated
LINCOMO,Lincoln County Sheriff's,MO,7,194,"Troy, MO",Non-dedicated
LINNCOR,Linn Co Jail,OR,12,85,"Albany, OR",Non-dedicated
LINNJIA,Linn County Jail,IA,14,201,"Cedar Rapids, IA",Federal
LRAHOLD,Little Rock Hold Room,AR,29,201,"Little Rock, AR",Hold / Staging
NYLIVIC,Livingston Correctional,NY,171,172,"Sonyea, NY",Other / Unknown
LIVINNY,Livingston County Jail,NY,18,116,"Geneseo, NY",Federal
LLUMCCA,Loma Linda University Med Center,CA,72,156,"Loma Linda, CA",Medical
BOPLOF,Lompoc FCI,CA,8,194,"Lompoc, CA",Federal
BOPLOM,Lompoc USP,CA,55,186,"Lompoc, CA",Federal
LONPDAR,Lonoke Police Dept Det.Ctr,AR,0,160,"Lonoke, AR",Non-dedicated
LTVHOLD,"Lorton, VA Hold Room",VA,124,181,"Fairfax, VA",Hold / Staging
LOSCJCA,Los Angeles County Jail-Twin Tower,CA,0,200,"Los Angeles, CA",Non-dedicated
BOPLOS,Los Angeles Met.Det.Ctr.,CA,0,200,"Los Angeles, CA",Federal
LPD77CA,Los Angeles Police PD 77th Div.,CA,87,198,"Los Angeles, CA",Other / Unknown
LOSHOLD,Los Cust Case,CA,0,201,"San Pedro, CA",Hold / Staging
LSFHOLD,Los Fresnos Hold Room,TX,0,199,"Los Fresnos, TX",Hold / Staging
LFRESTX,Los Fresnos Police Dept.,TX,83,85,"Los Fresnos, TX",Other / Unknown
LOUCOVA,Loudoun County,VA,6,128,"Leesburg, VA",Federal
LOUHOLD,Louisville Hold Room,KY,60,201,"Louisville, KY",Hold / Staging
LDFHOLD,Loveland Holdroom,CO,24,87,"Loveland, CO",Hold / Staging
LRKMCFL,Lower Keys Medical Center,FL,117,133,"Key West, FL",Medical
LYOLAIL,Loyola Center For Health,IL,98,201,"Maywood, IL",Medical
LOYMCIL,Loyola Medical Center,IL,20,26,"Maywood, IL",Medical
LUBBOTX,Lubbock County Jail,TX,0,201,"Lubbock, TX",Federal
LBKHOLD,Lubbock Hold Room,TX,53,201,"Lubbock, TX",Hold / Staging
LUFKNTX,Lufkin Police Dept.,TX,110,111,"Lufkin, TX",Other / Unknown
LUNCONM,Luna County Jail,NM,17,33,"Deming, NM",Non-dedicated
MHFSHMN,M Health Fairview Southdale Hosp,MN,192,194,"Edina, MN",Medical
MACCOMI,"Macomb Co.Mt.Clemens,MI.",MI,0,37,"Mount Clemens, MI",Federal
MADISMS,"Madison Co. Jail, MS.",MS,103,201,"Canton, MS",Non-dedicated
MADISID,Madison County Jail,ID,0,47,"Rexburg, ID",Non-dedicated
MADISNY,Madison County Jail,NY,0,60,"Wampsville, NY",Federal
MAHONOH,Mahoning County Jail,OH,0,201,"Youngstown, OH",Non-dedicated
JAMESGA,Main Folkston IPC Drjames,GA,99,149,"Folkston, GA",Dedicated
MEYTHCT,Maine Youth Center - Long Creek,ME,32,187,"South Portland, ME",Family / Youth
MANATFL,Manatee County Detention-Annex,FL,181,201,"PALMETTO, FL",Non-dedicated
MANHOLD,Manchester Holdroom,NH,23,201,"Manchester, NH",Hold / Staging
MAPLEOH,Maple Heights City Jail,OH,0,115,"Maple Heights, OH",Federal
NYMARCC,Marcy Correctional,NY,168,181,"Marcy, NY",Other / Unknown
MCFAJAZ,Maricopa County Jail,AZ,0,167,"Phoenix, AZ",Federal
MCMEDAZ,Maricopa Medical Center,AZ,0,183,"Phoenix, AZ",Medical
MARICOR,Marion Co Jail,OR,54,55,"Salem, OR",Non-dedicated
FLMARIC,Marion Correctional Inst.,FL,124,128,"Ocala, FL",Other / Unknown
MARIOFL,Marion County Jail,FL,195,201,"Oscala, FL",Federal
MARIOIN,Marion County Jail,IN,0,201,"Indianapolis, IN",Federal
BOPMAR,Marion USP,IL,0,24,"Marion, IL",Federal
MARSHIA,Marshall County Jail,IA,24,133,"Marshalltown, IA",Federal
MARTNTX,Martin County Jail,TX,57,58,"Stanton, TX",Other / Unknown
MARTIFL,Martin County Jail,FL,4,196,"Stuart, FL",Non-dedicated
MWASHVA,Mary Washington Hospital,VA,178,197,"Fredericksburg, VA",Medical
AKMATSU,"Matsu Pretrial, Palmer AK",AK,0,199,"Palmer, AK",Non-dedicated
MAVERTX,Maverick County Jail,TX,6,200,"Eagle Pass, TX",Non-dedicated
MCHALMN,Mayo Clinic Health Sys Albert Lea,MN,192,193,"Albert Lea, MN",Medical
MCHENIL,McHenry County Sheriff's,IL,0,182,"Woodstock, IL",Federal
MLPHHMI,McLaren Port Huron Hosp,MI,180,200,"Port Huron, MI",Medical
AKMCYOU,McLaughlin Youth Center,AK,14,20,"Anchorage, AK",Family / Youth
BOPRAE,"McRae Correctional Facility, CCA",GA,0,106,"Mcrae, GA",Federal
MCAHOLD,Mcallen Hold Room,TX,143,201,"Edinburg, TX",Other / Unknown
MCCDCTX,Mcclennan County Detention Center,TX,0,31,"Waco, TX",Federal
BOPMCR,Mccreary USP,KY,16,174,"Pine Knot, KY",Federal
CACFMCF,Mcfarland CCF,CA,128,129,"Mcfarland, CA",Non-dedicated
MCKINNM,Mckinley County Adult Det. Cen.,NM,95,155,"Gallup, NM",Non-dedicated
MCCLETX,Mclennan County Jail,TX,6,200,"Waco, TX",Non-dedicated
MEADESD,"Meade Co. Jail, SD",SD,1,54,"Sturgis, SD",Non-dedicated
MECKLNC,Mecklenburg (NC) Co Jail,NC,0,144,"Charlotte, NC",Federal
MEDHOLD,Medford Sub-Office,OR,4,201,"Medford, OR",Hold / Staging
MHNHHTX,Memorial Hermann NW Hosp,TX,171,201,"Houston, TX",Medical
MEMHOCA,Memorial Hospital Bakersfield,CA,179,180,"Bakersfield, CA",Medical
MEMRHFL,Memorial Regional Hosp.,FL,136,191,"Hollywood, FL",Medical
BOPMEM,Memphis Fed.Corr.Inst.,TN,0,17,"Memphis, TN",Federal
MEMHOLD,Memphis Hold Room,TN,18,201,"Memphis, TN",Hold / Staging
MRCDSTX,Mercedes Police Dept.,TX,80,173,"Mercedes, TX",Other / Unknown
MERCEIL,Mercer County Corrections,IL,113,143,"Aledo, IL",Other / Unknown
MHTFHOH,Mercy Health - Tiffin Hospital,OH,181,182,"Tiffin, OH",Medical
MEHOSCA,Mercy Hosp Downtown Bakersfield,CA,195,200,"Bakersfield, CA",Medical
MERCYFL,Mercy Hospital,FL,135,187,"Miami, FL",Medical
MRYHOMO,Mercy Hospital South,MO,198,199,"Saint Louis, MO",Medical
MEMCRCA,Mercy Medical Ctr Redding,CA,192,193,"Redding, CA",Medical
MESJACO,Mesa County Jail,CO,0,196,"Grand Junction, CO",Federal
CACFMES,Mesa Verde ICE Processing Center,CA,77,201,"Bakersfield, CA",Dedicated
METHOTX,Methodist Hospital,TX,184,201,"San Antonio, TX",Medical
MHMSATX,Methodist Hospital Metropolitan,TX,170,201,"San Antonio, TX",Medical
MHNSATX,Methodist Hospital Northeast,TX,168,200,"Live Oak, TX",Medical
MTHOSTX,Methodist Hospital South,TX,171,186,"Jourdanton, TX",Medical
MHSOSTX,Methodist Hospital Stone Oak,TX,173,186,"San Antonio, TX",Medical
MHTSATX,Methodist Hospital Texsan,TX,168,200,"San Antonio, TX",Medical
MSTHSTX,Methodist Specialty Transplant Hos,TX,168,200,"San Antonio, TX",Medical
METROFL,Metro Dade Jail,FL,7,201,"Miami, FL",Non-dedicated
MIAHOLD,Miami (Miramar) Hold Room,FL,0,201,"Miami, FL",Hold / Staging
IBPSMIA,Miami Border Patrol,FL,100,163,"Miami, FL",Other / Unknown
BOPMIA,Miami FCI (Former MCC),FL,97,98,"Miami, FL",Federal
BOPMIM,Miami Fed.Det.Center,FL,2,201,"Miami, FL",Federal
MSF,Miami Staging Facility,FL,15,201,"Miami, FL",Hold / Staging
MRREGVA,Middle River Regional Jail,VA,179,194,"Staunton, VA",Other / Unknown
MIDBIMA,Middlesex County H.O.C.-Billerica,MA,3,4,"Cambridge, MA",Non-dedicated
MIDDLNJ,Middlesex County Jail,NJ,0,34,"North Brunswick, NJ",Non-dedicated
MIDLATX,Midland Detention Center,TX,33,201,"Midland, TX",Federal
MLDHOLD,"Midland, TX ERO Holdroom",TX,50,201,"Midland, TX",Hold / Staging
NYMDSTC,Midstate Correctional,NY,174,179,"Marcy, NY",Other / Unknown
GTMODCU,Migrant Ops Center Main Av622,CU,196,201,"FPO, CU",Federal
MILLRAR,Miller County Jail,AR,0,201,"Texarkana, AR",Federal
MHRHOPA,Milton S. Hershey Medical Center,PA,193,194,"Hershey, PA",Medical
MILHOLD,Milwaukee Holdroom,WI,9,201,"Milwaukee, WI",Hold / Staging
MINERMT,Mineral County Jail,MT,6,7,"Superior, MT",Non-dedicated
MINICID,Minicassia Det. Center,ID,1,201,"Burley, ID",Non-dedicated
MNCOAKC,"Minn.C.F, Oak Park Hgts",MN,2,3,"Stillwater, MN",Non-dedicated
MINNESD,Minnehaha County Jail,SD,0,201,"Sioux Falls, SD",Federal
LANCACA,Mira Loma Det.Center,CA,0,108,"Lancaster, CA",Dedicated
MIRHPRI,Miriam Hospital,RI,172,195,"Providence, RI",Medical
MISCOMO,Mississippi County Detention Cente,MO,0,124,"Charleston, MO",Non-dedicated
MISSOMT,Missoula County,MT,0,145,"Missoula, MT",Non-dedicated
MOAHOLD,Mobile Holdroom,AL,188,201,"Mobile, AL",Hold / Staging
MOFFECO,Moffat County Jail,CO,0,190,"Craig, CO",Non-dedicated
MOHAVAZ,Mohave Co Corr Center,AZ,2,3,"Kingman, AZ",Non-dedicated
NYMOHOC,Mohawk Correctional,NY,92,178,"Rome, NY",Other / Unknown
MONMONJ,Monmouth County Jail,NJ,0,199,"Freehold, NJ",Non-dedicated
MONROMI,Monroe County Detention-Dorm,MI,0,201,"Monroe, MI",Non-dedicated
MONRONY,Monroe County Jail,NY,0,14,"Rochester, NY",Non-dedicated
MONROFL,Monroe County Jail,FL,0,201,"Key West, FL",Non-dedicated
MNROEMI,Monroe County Sheriff/Jail-Main,MI,61,197,"Monroe, MI",Non-dedicated
MTPPDCA,Monterey Park Police Dept,CA,0,27,"Monterey Park, CA",Federal
MNTGMAL,Montgomery City Jail,AL,31,196,"Montgomery, AL",Non-dedicated
MONCJAL,Montgomery City Jail,AL,1,131,"Montgomery, AL",Federal
MONTGPA,"Montgomery Cnty Jail, PA",PA,0,136,"Norristown, PA",Federal
MONTGAL,Montgomery Co Mac Sim Butler D.F.,AL,56,197,"Montgomery, AL",Federal
MONTGNY,Montgomery County Jail,NY,7,201,"Fonda, NY",Non-dedicated
MONTGMO,Montgomery County Jail,MO,0,148,"Montgomery City, MO",Non-dedicated
MONTGTX,Montgomery County Jail,TX,0,197,"Conroe, TX",Non-dedicated
MTGHOLD,Montgomery Hold Rm,TX,120,201,"Conroe, TX",Hold / Staging
MGAHOLD,Montgomery Hold Room,AL,32,33,"Montgomery, AL",Hold / Staging
MTGPCTX,Montgomery Processing Ctr,TX,119,201,"Conroe, TX",Dedicated
MORGACO,Morgan County Jail,CO,0,16,"Fort Morgan, CO",Non-dedicated
MORGNMO,Morgan County Sheriff's Dept,MO,0,149,"Versailles, MO",Non-dedicated
BOPMRG,Morgantown Fed.Corr.Inst.,WV,125,187,"Morgantown, WV",Other / Unknown
MOROWOH,Morrow Co. Correctional Facility,OH,10,149,"Mount Gilead, OH",Non-dedicated
BOPMVC,Moshannon Valley Correctional,PA,157,164,"Philipsburg, PA",Dedicated
MSVPCPA,Moshannon Valley Processing Center,PA,157,201,"Philipsburg, PA",Dedicated
MLJHOLD,Mount Laurel Hold Room,NJ,130,201,"Mount Laurel, NJ",Hold / Staging
MTNITPA,Mount Nittany Medical Center,PA,180,194,"State College, PA",Medical
MVMCMAZ,Mountain Vista Med Ctr,AZ,170,200,"Mesa, AZ",Medical
MOUNTND,"Mountrail Co. Jail, ND",ND,1,50,"Stanley, ND",Non-dedicated
MULTNOR,Multnomah County Jail,OR,10,11,"Portland, OR",Non-dedicated
MUSCAIA,Muscatine County Jail,IA,104,201,"Muscatine, IA",Federal
MSKGNMI,Muskegon County Jail,MI,49,50,"Muskegon, MI",Other / Unknown
MUSSEMT,Musselshell County Jail,MT,3,132,"Roundup, MT",Non-dedicated
NEJUVNE,N.E.Neb.Juvenile Services,NE,10,11,"Madison, NE",Family / Youth
NHSPCON,"NH State Prison, Concord",NH,3,9,"Concord, NH",Non-dedicated
CSCNWWA,NW ICE Processing Ctr,WA,0,201,"Tacoma, WA",Dedicated
NRJDCVA,NW Reg Juv Det Ctr,VA,150,201,"Winchester, VA",Other / Unknown
NWRCCMN,NW Regional Corrections Center,MN,130,201,"Crookston, MN",Federal
NASHUMA,Nashua St. Jail,MA,80,125,"Boston, MA",Other / Unknown
BOPCNV,Nashville Comm. Corr.,TN,46,198,"Nashville, TN",Federal
NSVHOLD,Nashville Hold Room,TN,32,201,"Nashville, TN",Hold / Staging
NASSANY,Nassau Co Correc Center,NY,11,201,"East Meadow, NY",Non-dedicated
NASTRNY,Nassau County ICE Trailer,NY,196,201,"East Meadow, NY",Other / Unknown
NASSAFL,Nassau County Jail,FL,0,198,"Yulee, FL",Non-dedicated
NUMCENY,Nassau Univ Med Ctr,NY,200,201,"East Meadow, NY",Medical
NATCHLA,Natchitoches Parish Det. Center,LA,117,132,"Natchitoches, LA",Federal
NATROWY,Natrona County Jail,WY,0,201,"Casper, WY",Federal
NAVSOAZ,Navajo County Sheriff,AZ,1,142,"Holbrook, AZ",Non-dedicated
NMCOMNE,Nebraska Med Ctr Omaha,NE,180,182,"Omaha, NE",Medical
NFMIGFL,Neighbor-Family Miami Gardens,FL,96,169,"Miramar, FL",Other / Unknown
NFSMTGA,"Neighbor-Family, Stone Mountain",GA,113,114,"Stone Mountain, GA",Other / Unknown
NLSCOLA,Nelson Coleman Corrections Center,LA,199,201,"Killona, LA",Other / Unknown
NVSDCNV,Nevada Southern Detention Center,NV,91,201,"Pahrump, NV",Federal
NWHNVNC,New Hanover Co Det Center,NC,44,201,"Castle Hayne, NC",Non-dedicated
NRVRJVA,New River Valley Reg. Jail,VA,142,148,"Dublin, VA",Other / Unknown
PRESBNY,New York Presbyterian Hospital,NY,183,201,NY,Medical
NEWHOLD,New/INS Os Hold Room,NJ,30,201,"Newark, NJ",Hold / Staging
NBGHOLD,Newburgh Holding,NY,138,201,"Newburgh, NY",Hold / Staging
NIAGANY,Niagara County Jail,NY,0,201,"Lockport, NY",Non-dedicated
NIOBRWY,Niobrara County Jail,WY,0,1,"Lusk, WY",Non-dedicated
NIXHCTX,Nix Home Care,TX,87,157,"San Antonio, TX",Other / Unknown
NVJDCVA,No. Va. Juvenile Det - ICE,VA,81,129,"Alexandria, VA",Family / Youth
NOBLEMN,Nobles Co. Jail,MN,1,172,"Worthington, MN",Non-dedicated
NOLHOLD,Nol D D & P,LA,56,201,"New Orleans, LA",Hold / Staging
NORFOMA,Norflk Cnty Dedham,MA,0,76,"Dedham, MA",Federal
NORFOVA,Norfolk City Jail,VA,107,191,"Norfolk, VA",Federal
NORHOLD,Norfolk Sub-Office Hold,VA,17,201,"Norfolk, VA",Hold / Staging
NBRMCFL,North Broward Medical Center,FL,25,201,"Pompano Beach, FL",Medical
NCBHOTX,North Central Baptist Hospital,TX,176,177,"San Antonio, TX",Medical
NGDCTGA,North Georgia Detention Center,GA,3,66,"Gainesville, GA",Non-dedicated
NOLVGNV,North Las Vegas,NV,0,138,"North Las Vegas, NV",Federal
NRPHOLD,North Platte Hold Room,NE,27,199,"North Platte, NE",Hold / Staging
NEBHSTX,Northeast Baptist Hospital,TX,173,180,"San Antonio, TX",Medical
BOPNEO,Northeast Ohio Correctional Center,OH,98,99,"Youngstown, OH",Other / Unknown
NNREGVA,Northern Neck Reg. Jail,VA,120,184,"Warsaw, VA",Non-dedicated
NNVMCNV,Northern Nevada Med Ctr,NV,178,200,"Sparks, NV",Medical
NORCOOR,Northern Oregon Corr.Fac.,OR,0,143,"The Dalles, OR",Non-dedicated
NOJUVOR,Northern Oregon Juv.Det.,OR,0,143,"The Dalles, OR",Family / Youth
WVNORTH,Northern Regional Jail,WV,0,201,"Moundsville, WV",Federal
NWREGVA,Northwest Reg. Adult Det.,VA,0,201,"Winchester, VA",Non-dedicated
VTSTALB,Northwest State Correctional Ctr.,VT,0,201,"Swanton, VT",Federal
NYCHOLD,Nyc Hold Room,NY,0,201,"New York, NY",Hold / Staging
NYEPANV,Nye County Sheriff-Pahrump,NV,130,194,"Pahrump, NV",Non-dedicated
OAK,Oakdale Fed. Det. Center,LA,0,165,"Oakdale, LA",Non-dedicated
BOPOAD,Oakdale Fed.Det.Center,LA,0,199,"Oakdale, LA",Federal
OAKHOLD,Oakdale Holding Room,LA,0,200,"Oakdale, LA",Hold / Staging
ODESSTX,Odessa Detention Center,TX,50,51,"Odessa, TX",Non-dedicated
OGUHOLD,Ogden Hold Room,UT,58,201,"Ogden, UT",Hold / Staging
NYOGDNC,Ogdensburg Correctional,NY,94,157,"Ogdensburg, NY",Non-dedicated
OGLECIL,Ogle County Jail,IL,119,160,"Oregon, IL",Federal
OKANOWA,Okanogan Co. Jail,WA,0,111,"Okanogan, WA",Non-dedicated
OKCHOLD,Oklahoma City Hold Room.,OK,52,201,"Oklahoma City, OK",Hold / Staging
OKCOJOK,Oklahoma County Jail,OK,123,135,"Oklahoma City, OK",Non-dedicated
OKMULOK,Okmulgee County Jail,OK,106,186,"Okmulgee, OK",Non-dedicated
OLDHAKY,Oldham County Jail,KY,76,201,"La Grange, KY",Federal
OMAHOLD,Omaha FO Hold,NE,0,201,"Omaha, NE",Hold / Staging
ONECONY,Oneida County Jail,NY,0,139,"Oriskany, NY",Non-dedicated
ONONDNY,Onondaga County Jail,NY,0,130,"Syracuse, NY",Federal
ONTARNY,Ontario County Jail,NY,0,80,"Canandaigua, NY",Federal
OGCMCCA,Orange Co Global Medical Center,CA,87,201,"Santa Ana, CA",Medical
OCIRCCA,Orange Count Intake Release Fac.,CA,24,143,"Santa Ana, CA",Non-dedicated
OCCWJCA,Orange County Central Women's Jail,CA,47,110,"Santa Ana, CA",Non-dedicated
ORANGNY,Orange County Jail,NY,0,201,"Goshen, NY",Non-dedicated
ORANGFL,Orange County Jail,FL,0,201,"Orlando, FL",Federal
OGRMCNY,Orange Regional Med Ctr,NY,128,200,"Middletown, NY",Medical
AAORDMD,Ordnance Road Correctional Center,MD,108,127,"Glen Burnie, MD",Non-dedicated
ORLHOLD,Orlando Hold Room,FL,0,201,"Orlando, FL",Hold / Staging
NYORLNC,Orleans Correctional,NY,132,133,"Albion, NY",Non-dedicated
ORLEANY,Orleans County Jail,NY,5,11,"Albion, NY",Non-dedicated
ORPARLA,Orleans Parish Sheriff,LA,0,106,"New Orleans, LA",Non-dedicated
OSAHOKS,Osawatamie State Hospital,KS,53,54,"Osawatamie, KS",Medical
OSCEOFL,Osceola County Jail,FL,195,201,"Kissimmee, FL",Other / Unknown
CCASDCA,Otay Mesa Detention Center,CA,0,201,"San Diego, CA",Dedicated
OTRPCNM,Otero Co Processing Center,NM,0,201,"Chaparral, NM",Dedicated
OTERONM,Otero County Detention,NM,0,190,"Alamogordo, NM",Non-dedicated
OTEROCO,Otero County Jail,CO,65,94,"Lajunta, CO",Federal
OTROPNM,Otero County Prison Facility,NM,0,156,"Chaparral, NM",Federal
OKMHKTX,Otto Kaiser Memorial Hospital,TX,176,196,"Kenedy, TX",Medical
OZARKMO,Ozark County Sheriff'S Office,MO,197,201,"Gainesville, MO",Non-dedicated
PMMCAHI,Pali Momi Medical Center,HI,175,176,"Aiea, HI",Medical
PALMBFL,Palm Beach County Jail,FL,0,199,"West Palm Beach, FL",Non-dedicated
PLRMCCA,Palmdale Regional Medical Center,CA,78,195,"Palmdale, CA",Medical
AKPALMC,Palmer Correctional Cente,AK,41,69,"Palmer, AK",Non-dedicated
PMHOSFL,Palmetto Hospital,FL,0,178,"Hialeah, FL",Medical
PLMBHTX,Palms Behavioral Health,TX,95,189,"Harlingen, TX",Medical
PWHOSFL,Palms West Hospital,FL,28,200,"Loxahatchee, FL",Medical
PLMVWTX,Palmview Police Dept.,TX,81,156,"Palmview, TX",Other / Unknown
PAMSATX,Pam Health Specialty Hospital 1,TX,189,201,TX,Medical
PAMREVA,Pamunkey Reg Jail,VA,0,25,"Hanover, VA",Federal
PVLYHCA,Paradise Valley Hospital,CA,166,201,"National City, CA",Medical
PARKCMT,Park County Det Center,MT,4,13,"Livingston, MT",Non-dedicated
PARKCWY,Park County Jail,WY,2,17,"Cody, WY",Non-dedicated
PARKJCO,Park County Jail,CO,0,94,"Fairplay, CO",Non-dedicated
PKLDHTX,Parkland Hospital,TX,152,193,"Dallas, TX",Medical
PKMEDIN,Parkview Regional Medical Center,IN,197,200,"Fort Wayne, IN",Medical
PASADCA,Pasadena City Jail,CA,0,70,"Pasadena, CA",Non-dedicated
PASSANJ,Passaic County Jail,NJ,8,9,"Paterson, NJ",Non-dedicated
PAVHRPR,Pavia Hospital - Hato Rey,PR,60,130,"San Juan, PR",Medical
PDNHOLD,Pdn Hold Room,TX,44,185,"El Paso, TX",Hold / Staging
PBDPDMA,Peabody PD,MA,184,185,"Peabody, MA",Other / Unknown
PTISATX,Pear Tree Inn SNA Airport,TX,143,177,"San Antonio, TX",Hotel
PECOSTX,Pecos Criminal Justice Center,TX,25,161,"Pecos, TX",Non-dedicated
PCSHOLD,Pecos Hold Room,TX,17,201,"Pecos, TX",Hold / Staging
PEMBIND,Pembina County Jail,ND,1,8,"Cavalier, ND",Non-dedicated
PENDOWA,Pend Orielle Correctional Facility,WA,2,7,"Newport, WA",Non-dedicated
PENDRNC,Pender County Jail,NC,97,98,"Burgaw, NC",Other / Unknown
MVPNHPA,Penn Highlands Clearfield,PA,179,201,"Clearfield, PA",Medical
PENNISD,Pennington County Jail SD,SD,0,201,"Rapid City, SD",Federal
PENOBME,Penobscot County Jail,ME,0,61,"Bangor, ME",Federal
PCJDCIL,Peoria County Juv Det Center,IL,98,99,"Peoria, IL",Family / Youth
PERRYAL,Perry County Corr. Center,AL,0,15,"Uniontown, AL",Non-dedicated
PRYCOAL,Perry County Jail,AL,37,38,"Marion, AL",Other / Unknown
AZSPPER,Perryville State Prison,AZ,77,168,"Goodyear, AZ",Non-dedicated
BOPPET,Petersburg Fed.Corr.Inst.,VA,168,180,"Hopewell, VA",Other / Unknown
PHELPNE,Phelps County Jail,NE,0,201,"Holdrege, NE",Federal
PHELPMO,Phelps County Jail,MO,197,201,"Rolla, MO",Federal
PHELSMO,Phelps Health Hospital,MO,198,199,"Rolla, MO",Medical
PHIHOLD,Phi District Office,PA,0,201,"Philadelphia, PA",Hold / Staging
PHILLMT,"Phillips County Jail, MT",MT,18,19,"Malta, MT",Non-dedicated
PHPMHGA,Phoebe Putney Memorial Hosp,GA,186,198,"Albany, GA",Medical
PHOSMGA,Phoebe Sumter Med Ctr,GA,185,192,"Americus, GA",Medical
PHOHOLD,Phoenix Dist Office,AZ,0,201,"Phoenix, AZ",Hold / Staging
BOPPHX,Phoenix Fed.Corr.Inst.,AZ,64,199,"Phoenix, AZ",Federal
PICKJOH,Pickaway County Jail,OH,88,89,"Circleville, OH",Non-dedicated
PCKNSAL,Pickens County Det Ctr,AL,142,201,"Carrollton, AL",Non-dedicated
