detention_facility_code,name,state,type,start,end,place
RICRANS,"ACI, Cranston RI",RI,Non-dedicated,77,78,"Cranston, RI"
AZDCTUC,AZ Dpt Corrections Tucson,AZ,Non-dedicated,6,7,"Tucson, AZ"
IWAHOLD,AZ Rem Op Coord Center (AROCC),AZ,Hold / Staging,15,210,"Mesa, AZ"
ANWHMMN,Abbott Northwestern Hosp,MN,Medical,174,175,"Minneapolis, MN"
ABTHOLD,Abilene Hold Room,TX,Hold / Staging,56,86,"Abilene, TX"
ABRMCTX,Abilene Regional Med Ctr,TX,Medical,144,145,"Abilene, TX"
ABRXSPA,Abraxas Academy Detention Center,PA,Family / Youth,67,210,"Morgantown, PA"
ADACOID,Ada County Jail,ID,Non-dedicated,0,130,"Boise, ID"
ADAIRKY,Adair County Regional Jail,KY,Other / Unknown,123,124,"Columbia, KY"
ADAMSWA,Adams County,WA,Non-dedicated,0,137,"Ritzville, WA"
ADAMSMS,Adams County Det Center,MS,Dedicated,128,210,"Natchez, MS"
ADAMSCO,Adams County Jail,CO,Non-dedicated,12,18,"Brighton, CO"
ADDCOVT,Addison County Jail,VT,Non-dedicated,0,208,"Middlebury, VT"
ADLNTCA,Adelanto ICE Processing Center,CA,Dedicated,34,210,"Adelanto, CA"
NYADIRC,"Adirondack CF, Raybrook",NY,Other / Unknown,133,134,"Ray Brook, NY"
ADVHBCA,Adventist Health Bakersfield,CA,Medical,180,202,"Bakersfield, CA"
ADVHCHI,Adventist Health Castle,HI,Medical,199,200,"Kailua, HI"
ADVHDCA,Adventist Health Delano,CA,Medical,190,200,"Delano, CA"
AGAHOLD,Agana INS,GU,Hold / Staging,11,206,"Hagatna, GU"
AGC,Aguadilla SPC,PR,Hold / Staging,0,210,"Aguadilla, PR"
AIRHOPR,"Airport Hotel, Saj.",PR,Hotel,0,175,"Isla Verde, PR"
ALAMCNC,Alamance Co. Det. Facility,NC,Non-dedicated,0,206,"Graham, NC"
ALAMOTX,Alamo Police Dept.,TX,Other / Unknown,69,208,"Alamo , TX"
ALAMOCO,Alamosa County Jail,CO,Other / Unknown,93,136,"Alamosa, CO"
ALMHOLD,Alamosa Holdroom,CO,Hold / Staging,24,208,"Alamosa, CO"
ALBCONY,Albany County Jail,NY,Federal,0,126,"Albany, NY"
ALBHOLD,Albany Holdroom,NY,Hold / Staging,86,210,"Latham, NY"
ALBEMVA,Albemarle-Charlottesville,VA,Non-dedicated,31,71,"Charlottesville, VA"
ABQHOLD,Albuquerque Hold Room,NM,Hold / Staging,7,210,"Albuquerque, NM"
ALEXAVA,Alexandria City Jail,VA,Federal,3,210,"Alexandria, VA"
ALEXAAL,Alexandria City Jail,VA,Other / Unknown,102,103,"Alexandria, VA"
JENATLA,Alexandria Staging Facility,LA,Hold / Staging,73,210,"Alexandria, LA"
BHCALCA,Alhambra BHC Hospital,CA,Medical,0,76,"Rosemead, CA"
ALHAMCA,Alhambra City Jail,CA,Federal,0,188,"Alhambra, CA"
ALLEGNY,Allegany County Jail,NY,Non-dedicated,0,210,"Belmont, NY"
ALLEGVA,Alleghany County Jail,VA,Non-dedicated,206,209,"Covington, VA"
ALLEGPA,Allegheny Co. Jail,PA,Federal,0,88,"Pittsburgh, PA"
ALLENIN,Allen County Jail,IN,Federal,136,165,"Ft. Wayne, IN"
APPSCLA,Allen Parish Public Safety Complex,LA,Non-dedicated,91,210,"Oberlin, LA"
BOPALM,Allenwood (Med) FCI,PA,Federal,0,170,"White Deer, PA"
AHGRFND,Altru Hospital Grand Forks,ND,Medical,200,201,"Grand Forks, ND"
APIBHCA,Alvarado Parkway Institute,CA,Medical,76,204,"La Mesa, CA"
AMTHOLD,Amarillo Hold Room,TX,Hold / Staging,53,210,"Amarillo, TX"
AMHERVA,Amherst County Jail,VA,Non-dedicated,205,209,"Madison Heights, VA"
AGMDCCA,Anaheim Global Medical Center,CA,Medical,81,204,"Anaheim, CA"
ANCHOAK,Anchorage Jail,AK,Federal,0,210,"Anchorage, AK"
ANCHOLD,Anchorage Sub-Office Hold Room,AK,Hold / Staging,144,209,"Anchorage, AK"
ANDERSC,Anderson County Det Center,SC,Other / Unknown,147,190,"Anderson, SC"
ANDRWTX,Andrews Sherrif's Office Co Jail,TX,Other / Unknown,111,122,"Andrews, TX"
AKPSYNJ,Anne Klein Phsychiatric Institute,NJ,Medical,43,60,"W. Trenton, NJ"
FIPCAGA,Annex Folkston IPC,GA,Dedicated,115,210,"Folkston, GA"
ANJUVMN,Anoka Co. Juvenile Center,MN,Family / Youth,8,22,"Lino Lakes, MN"
ANSGHTX,Anson General Hospital,TX,Medical,150,201,"Anson, TX"
AKANVIL,"Anvil Mountain Cc, Nome,",AK,Non-dedicated,207,208,"Nome, AK"
APACHAZ,Apache Co. Jail,AZ,Federal,3,60,"St Johns, AZ"
ARAPACO,Arapahoe County Jail,CO,Non-dedicated,127,202,"Littleton, CO"
AZSVCPC,Arizona Service Prison Complex,AZ,Other / Unknown,83,209,"Phoenix, AZ"
AZSPFLO,Arizona State Prison Comp,AZ,Other / Unknown,137,138,"Florence, AZ"
ARLCOVA,Arlington Co Jail,VA,Federal,0,40,"Arlington, VA"
AROOSME,Aroostook County Jail,ME,Federal,0,140,"Houlton, ME"
ARRMCCA,Arrowhead Regional Med Center,CA,Medical,68,204,"Colton, CA"
ARTESNM,Artesia City Jail,NM,Other / Unknown,122,178,"Artesia, NM"
AFRC,Artesia Family Residential Center,NM,Family / Youth,68,205,"Artesia, NM"
ARTSINM,Artesia Law Enforcement Center,NM,Other / Unknown,96,97,"Artesia , NM"
ASWHRTX,Ascension Seton Williams Hosp,TX,Medical,172,176,"Round Rock, TX"
ASHECNC,Ashe County Jail,NC,Other / Unknown,57,106,"Jefferson, NC"
ATTHOLD,"Athens, TX Hold Room",TX,Hold / Staging,105,209,"Athens, TX"
ATLHOLD,Atlanta Dist. Hold Rm,GA,Hold / Staging,0,210,"Atlanta, GA"
ATLANGA,Atlanta Pretrial Detn Ctr,GA,Federal,0,208,"Atlanta, GA"
BOPATL,Atlanta U.S. Pen.,GA,Other / Unknown,196,210,"Atlanta, GA"
ASHRSFL,Atlantic Shores Hospital,FL,Medical,26,192,"Fort Lauderdale, FL"
AURORCO,Aurora City Jail,CO,Non-dedicated,10,191,"Aurora, CO"
AUSHOLD,Austin DRO Hold Room,TX,Hold / Staging,19,210,"Austin, TX"
AVPARLA,Avoyelles Parish Prison,LA,Non-dedicated,41,46,"Marksville, LA"
ABIRJVA,B.R.R.J. Abingdon,VA,Other / Unknown,199,210,"Abingdon, VA"
HLFRJVA,B.R.R.J. Halifax,VA,Non-dedicated,201,202,"Halifax, VA"
LYNRJVA,B.R.R.J. Lynchburg,VA,Non-dedicated,204,210,"Lynchburg, VA"
BIINCCO,"BI Incororated, GEO Group Company",CO,Other / Unknown,195,210,"Aurora, CO"
BSCORTX,BSCC Airpark Unit,TX,Federal,16,51,"Big Spring, TX"
BSCDRTX,BSCC Cedar Hill Unit,TX,Federal,28,29,"Big Spring, TX"
BSFLTTX,BSCC Flightline Unit,TX,Federal,28,53,"Big Spring, TX"
BSGDFTX,BSCC Giles Darby Facility,TX,Federal,28,29,"Post, TX"
BSNTRTX,BSCC Interstate Unit,TX,Federal,32,33,"Big Spring, TX"
FLBAKCI,Baker C. I.,FL,Other / Unknown,95,210,"Sanderson, FL"
CACFBAK,Baker CCF,CA,Non-dedicated,54,55,"Baker, CA"
BAKERFL,Baker County Sheriff Dept.,FL,Non-dedicated,11,210,"Macclenny, FL"
BKLHOLD,Bakerfield Hold,CA,Hold / Staging,0,210,"Bakersfield, CA"
BALHOLD,Bal D D & P,MD,Hold / Staging,0,210,"Baltimore, MD"
BALDWAL,Baldwin County Cor. Center,AL,Non-dedicated,30,210,"Bay Minette, AL"
BIMDCAZ,Banner Ironwood Med Ctr,AZ,Medical,174,204,"Queen Creek, AZ"
BNMCTAZ,Banner Medical Ctr Tucson,AZ,Medical,178,203,"Tucson, AZ"
BANHOAZ,Banner University Medical Phoenix,AZ,Medical,194,204,"Phoenix, AZ"
BANNOID,Bannock County Jail,ID,Federal,0,24,"Pocatello, ID"
BMCSATX,Baptist Medical Center,TX,Medical,173,201,"San Antonio, TX"
BARNSMA,Barnstable County,MA,Non-dedicated,42,169,"Barnstable, MA"
BARRECA,Barrett Honor Camp,CA,Family / Youth,11,48,"Alpine, CA"
BARTOGA,Bartow Co Jail,GA,Other / Unknown,166,196,"Cartersville, GA"
BASILLA,Basile Detention Center,LA,Dedicated,0,210,"Basile, LA"
CMDHOLD,Batavia Command Center Holdroom,NY,Hold / Staging,166,207,"Batavia, NY"
BAYCOFL,Bay County,FL,Other / Unknown,195,197,"Panama City, FL"
BAYAMPR,Bayamon Hospital,PR,Medical,101,203,"Bayamon, PR"
BSTAYTX,Baylor Scott White Md Ctr,TX,Medical,178,201,"Dallas, TX"
BSWRRTX,Baylor Scott White Med RR,TX,Medical,177,193,"Round Rock, TX"
BEAVRPA,Beaver County Jail,PA,Federal,106,176,"Aliquippa, PA"
BEDCITX,Bedford City Jail,TX,Non-dedicated,0,210,"Bedford, TX"
BEDFOPA,Bedford County Jail,PA,Non-dedicated,0,15,"Bedford, PA"
BEDFOOH,Bedford Heights City,OH,Non-dedicated,0,79,"Bedford Heights, OH"
BELCOTX,Bell County Jail,TX,Non-dedicated,145,210,"Belton, TX"
BEHOSNY,"Bellevue Hospital, Manhat",NY,Medical,68,201,"New York, NY"
BLHHOLD,Bellingham BPS ERO Holdroom,WA,Hold / Staging,89,170,"Ferndale, WA"
BELMOOH,Belmont County Jail,OH,Other / Unknown,139,173,"St Clairsville, OH"
BENTOWA,Benton County,WA,Non-dedicated,0,15,"Kennewick, WA"
BERGENJ,Bergen County Jail,NJ,Federal,0,183,"Hackensack, NJ"
BEJUVPA,Berks Co. Juvenile,PA,Family / Youth,15,45,"Leesport, PA"
BEFAMPA,Berks County Family Shelter,PA,Family / Youth,0,149,"Leesport, PA"
BERKSPA,"Berks County Jail, PA",PA,Federal,0,167,"Leesport, PA"
BCORCPA,Berks County Residential Center,PA,Dedicated,159,172,"Leesport, PA"
BESECPA,Berks County Secured Juvenile,PA,Family / Youth,0,44,"Leesport, PA"
BRKHOLD,Berks Hold Room,PA,Hold / Staging,94,172,"Leesport, PA"
BERNANM,Bernalillo County Det Ctr,NM,Dedicated,0,205,"Albuquerque, NM"
BWRGMTX,Best West Rose Grdn I&S,TX,Hotel,142,153,"McAllen, TX"
BWEPATX,Best Western Casa De Estrella,TX,Family / Youth,150,161,"El Paso, TX"
BWDGICA,Best Western Dragon Gate Inn,CA,Hotel,0,138,"Los Angeles, CA"
BWMARCA,Best Western Marina,CA,Hotel,99,144,"National City, CA"
BIDHPMA,Beth Israel Deaconess Hosp,MA,Medical,172,204,"Boston, MA"
ISHOSNY,"Beth Israel Hospital, Manhattan",NY,Medical,29,179,"New York, NY"
WCCBXTX,Bexar County Wackenhut Annual Det.,TX,Federal,0,47,"San Antonio, TX"
BIGHOMT,"Big Horn County Jail, MT",MT,Non-dedicated,1,30,"Hardin, MT"
BIGHOWY,"Big Horn County Jail, WY",WY,Non-dedicated,6,7,"Basin, WY"
BSCHOLD,Big Spring Hold Room,TX,Hold / Staging,52,210,"Big Spring, TX"
BILHOLD,Billings Hold Room,MT,Hold / Staging,81,210,"Billings, MT"
BHMHOLD,Birmingham Hold Room,AL,Hold / Staging,32,210,"Homewood, AL"
BLKREOK,Blackwell Regional Hospital,OK,Medical,193,194,"Blackwell, OK"
BLOUNTN,Blount County Justice Ctr,TN,Non-dedicated,0,5,"Maryville, TN"
BLOJVTN,Blount County Juvenile Det Cntr,TN,Family / Youth,206,210,"Maryville, TN"
BLBNATX,Bluebonnet Det Fclty,TX,Non-dedicated,134,210,"Anson, TX"
BOIHOLD,Boise Hold Room,ID,Hold / Staging,73,210,"Boise, ID"
BONNEID,Bonneville Co. Jail,ID,Non-dedicated,0,52,"Idaho Falls, ID"
BOONEKY,Boone County Jail,KY,Federal,0,210,"Burlington, KY"
BSQUETX,Bosque County Sheriff's Dept.,TX,Other / Unknown,91,92,"Meridian, TX"
BOSSRLA,Bossier Parish Cor. Center,LA,Federal,116,187,"Plain Dealing, LA"
BOSHOLD,Boston Holdroom,MA,Hold / Staging,8,210,"Burlington, MA"
BPC,Boston SPC,MA,Other / Unknown,0,210,"Boston, MA"
BOTTIND,Bottineau Co. ND Jail,ND,Non-dedicated,0,48,"Bottineau, ND"
BOURBKY,Bourbon Co Det Center,KY,Other / Unknown,199,210,"Paris, KY"
BOWCOTX,Bowie County Jail,TX,Non-dedicated,0,1,"Texarkana, TX"
BLGHOLD,Bowling Green Hold Room,VA,Hold / Staging,183,205,"Bowling Green, VA"
BRADEFL,Bradenton Detention Center,FL,Non-dedicated,0,56,"Bradenton, FL"
BRDFDFL,Bradford County Jail,FL,Non-dedicated,166,208,"Starke, FL"
BRANCMI,"Branch Co, Coldwater, MI",MI,Other / Unknown,88,89,"Coldwater, MI"
BREMEIA,"Bremer Co Jail, Iowa",IA,Federal,100,160,"Waverly, IA"
FLBREVC,Brevard Correctional,FL,Other / Unknown,146,148,"Cocoa, FL"
BREVDFL,Brevard County Jail Complex,FL,Other / Unknown,195,207,"Cocoa, FL"
BRINDMA,Bristol Cnty Ndartmouth,MA,Non-dedicated,0,153,"North Dartmouth, MA"
BSAHOLD,Broadview Service Staging,IL,Hold / Staging,26,210,"Broadview, IL"
BROADMT,Broadwater County Jail,MT,Non-dedicated,4,19,"Townsend, MT"
BBCHPMI,Bronson Battle Creek Hosp,MI,Medical,187,193,"Battle Creek, MI"
BHFLDMI,Bronson Hospital Fieldstone Center,MI,Medical,60,64,"Battle Creek, MI"
BROHOMI,Bronson Methodist Hospital,MI,Medical,193,196,"Kalamazoo, MI"
BXCHSNY,Bronxcare Health System,NY,Medical,128,155,"Bronx, NY"
BOPBRO,Brooklyn MDC,NY,Federal,36,210,"Brooklyn, NY"
BROKSTX,Brooks County Jail (Contract),TX,Federal,4,208,"Falfurrias, TX"
BROMMNY,Broome County Jail,NY,Non-dedicated,0,210,"Binghampton, NY"
BROCRFL,Broward Correctional,FL,Non-dedicated,6,70,"Fort Lauderdale, FL"
BROJAFL,Broward County Jail,FL,Non-dedicated,33,210,"Ft.Lauderdale, FL"
BRGMCFL,Broward General Medical Center,FL,Medical,26,204,"Ft. Lauderdale, FL"
WCCPBFL,Broward Transitional Center,FL,Dedicated,0,210,"Pompano Beach, FL"
BROWNWI,Brown County Jail,WI,Other / Unknown,91,210,"Green Bay, WI"
BROWNSD,Brown County Jail,SD,Non-dedicated,39,51,"Aberdeen, SD"
BRWNSTX,Brownsville Police Dept.,TX,Other / Unknown,110,205,"Brownsville, TX"
BRCHOLD,Brush Holdroom,CO,Hold / Staging,24,87,"Brush, CO"
BRYANGA,Bryan County Jail,GA,Non-dedicated,206,208,"Pembroke, GA"
NYBUFFC,"Buffalo CF, Alden,Ny",NY,Non-dedicated,7,110,"Alden, NY"
BFLHPNY,Buffalo General Hospital,NY,Medical,198,200,"Buffalo, NY"
BUFHOLD,Buffalo Hold Room,NY,Hold / Staging,49,210,"Buffalo, NY"
BTV,Buffalo SPC,NY,Dedicated,0,210,"Batavia, NY"
CBPHOLD,Buffalo Usbp Hold Room,NY,Federal,203,209,"Buffalo, NY"
BURLEND,"Burleigh Co. Jail, ND",ND,Non-dedicated,39,210,"Bismarck, ND"
BURNETX,Burnet County Jail,TX,Federal,20,201,"Burnet, TX"
BUTLEOH,Butler County Jail,OH,Non-dedicated,0,210,"Hamilton, OH"
BUTLEKS,Butler County Jail,KS,Federal,0,148,"El Dorado, KS"
BOPBUT,Butner Fed.Corr.Inst.,NC,Federal,16,20,"Butner, NC"
SILBOMT,Butte-Silver Bow County Jail,MT,Non-dedicated,23,24,"Butte, MT"
MABSHOS,Bwater St Hosp Bridgewate,MA,Medical,0,105,"Bridgewater, MA"
BFGHITX,"Byrd's Foster Group Home, Inc",TX,Family / Youth,88,126,"Houston, TX"
UCBPMCA,CBP Movement Coordination Area,,Federal,203,210,
CBPORIL,CBP O'Hare Airport Trm 5 B.C. Ext,IL,Other / Unknown,206,210,"Rosemont, IL"
CCADCAZ,CCA Cent.AZ.Det.Ctr.,AZ,Federal,0,171,"Florence, AZ"
CCANOOH,CCA Northeast OH Corrects,OH,Dedicated,98,210,"Youngstown, OH"
CCAFLAZ,"CCA, Florence Correctional Center",AZ,Federal,0,210,"Florence, AZ"
CACFLEO,CCF/Leo Chesney,CA,Other / Unknown,103,104,"Live Oak, CA"
CADCCAL,CDC Calipatria IHP,CA,Non-dedicated,64,76,"Calipatria, CA"
CBRRSNC,Cabarrus County Jail,NC,Non-dedicated,8,204,"Concord, NC"
CACHEUT,Cache Co. Jail,UT,Federal,98,210,"Logan, UT"
CALDWMO,Caldwell County Jail,MO,Non-dedicated,0,136,"Kingston, MO"
CALHOMI,"Calhoun Co., Battle Cr,MI",MI,Non-dedicated,0,210,"Battle Creek, MI"
CAMENCE,"Calif. Men Colony, East",CA,Other / Unknown,107,108,"San Luis Obispo, CA"
CAMENCW,"Calif. Men Colony, West",CA,Other / Unknown,106,186,"San Luis Obispo, CA"
CACTYCA,California City Corections Center,CA,Federal,29,210,"California City, CA"
CASPCAL,Calipatria State Prison,CA,Other / Unknown,4,6,"Calipatria, CA"
CAMBRPA,"Cambria County Jail, PA",PA,Federal,0,210,"Ebensburg, PA"
CAMERTX,Cameron County Jail,TX,Non-dedicated,18,210,"Brownsville, TX"
CPBDCKY,Campbell Co Det Ctr,KY,Federal,197,210,"Newport, KY"
CAMCOWY,Campbell County Jail,WY,Non-dedicated,1,210,"Gillette, WY"
CARBOPA,Carbon County Correctionl,PA,Non-dedicated,59,60,"Nesquehoning, PA"
CARBOWY,Carbon County Jail,WY,Non-dedicated,1,7,"Rawlins, WY"
CARDFVA,Caroline Detention Facility,VA,Dedicated,119,210,"Bowling Green, VA"
CARROMD,Carroll County Detention Center,MD,Non-dedicated,0,207,"Westminster, MD"
CAJUVMN,Carver Co. Juvy Detention,MN,Family / Youth,0,133,"Chaska, MN"
CARJAMN,Carver County Jail,MN,Non-dedicated,0,173,"Chaska, MN"
CGRMCAZ,Casa Grande Reg. Med. Center,AZ,Medical,8,204,"Casa Grande, AZ"
CASSJCA,Casa San Juan,CA,Family / Youth,45,46,"San Diego, CA"
CASCAMT,"Cascade County Jail, MT",MT,Federal,0,210,"Great Falls, MT"
CSYJVNY,Casey House Shelter,NY,Family / Youth,4,80,"Buffalo, NY"
CSPHOLD,Casper Holdroom,WY,Hold / Staging,24,210,"Casper, WY"
CASSCND,Cass County Jail,ND,Non-dedicated,31,208,"Fargo, ND"
CASSCNE,Cass County Jail,NE,Federal,0,210,"Plattsmouth, NE"
CATAHLA,Catahoula Correctional Center,LA,Non-dedicated,129,210,"Harrisonburg, LA"
CATTANY,Cattaraugus County Jail,NY,Non-dedicated,0,47,"Little Valley, NY"
CAYUGNY,Cayuga County Jail,NY,Non-dedicated,0,91,"Auburn, NY"
CCHRTTX,Cedar Crest Hosp Treat,TX,Medical,142,201,"Belton, TX"
CRIHOLD,Cedar Rapids Hold Room,IA,Hold / Staging,27,207,"Cedar Rapids, IA"
CEMEDFL,Cedars Medical Center,FL,Medical,10,95,"Miami, FL"
CNTGRIL,Centegra Hospital,IL,Medical,90,204,"Woodstock, IL"
CENTRVA,Centra Health,VA,Medical,192,201,"Lynchburg, VA"
CSSCHVA,Centra Southside Comm Hosp,VA,Medical,181,200,"Farmville, VA"
CCRMHMN,Centracare Rice Memorial Hosp,MN,Medical,188,203,"Willmar, MN"
CAMEDAZ,Central Arizona Medical,AZ,Medical,42,159,"Florence, AZ"
CIPHOLD,Central Islip Hold Room,NY,Hold / Staging,136,210,"Central Islip, NY"
CENTRWV,Central Regional Jail,WV,Non-dedicated,51,52,"Sutton, WV"
WACLATX,Central Texas Detention Facility,TX,Federal,0,134,"San Antonio, TX"
CVREGVA,Central VA Regional Jail,VA,Non-dedicated,22,209,"Orange, VA"
CVANXCA,Central Valley Annex,CA,Other / Unknown,184,208,"Mcfarland, CA"
CNTRHWA,Central Washington Hospital,WA,Medical,199,202,"Wenatchee, WA"
CMEDHPR,Centro Medico Hospital,PR,Medical,71,176,"San Juan, PR"
CRTOSCA,Cerritos  College Hosp,CA,Medical,16,17,"Cerritos, CA"
CHMHOLD,Champlain Hold Room,NY,Hold / Staging,129,209,"Champlain, NY"
CHANRAZ,Chandler Reg Med Ctr,AZ,Medical,175,202,"Chandler, AZ"
CHARLSC,Charleston County Correct,SC,Federal,0,208,"North Charleston, SC"
CHLHOLD,"Charleston, SC Hold Room",SC,Hold / Staging,106,210,"Charleston, SC"
CHAHOLD,Charlotte Amalie Holdroom,VI,Hold / Staging,17,210,"St. Thomas, VI"
FLCHACI,"Charlotte CI, Punta Gorda",FL,Other / Unknown,194,195,"Punta Gorda, FL"
CHRLTFL,Charlotte County Jail,FL,Non-dedicated,103,207,"Punta Gorda, FL"
CLTHOLD,Charlotte Hold Room,NC,Hold / Staging,29,210,"Charlotte, NC"
CHASEKS,Chase County Jail,KS,Non-dedicated,0,210,"Cottonwood Falls, KS"
CSHEPTX,Chase Ste Hotel Elp,TX,Hotel,142,144,"El Paso, TX"
CHATHGA,Chatham Co Jail,GA,Non-dedicated,42,46,"Savannah, GA"
CHTHMGA,Chatham County Jail,GA,Non-dedicated,206,209,"Savannah, GA"
CNGHOLD,Chattanooga Hold Room,TN,Hold / Staging,32,210,"Red Bank, TN"
CHACONY,Chautauqua County Jail,NY,Non-dedicated,0,166,"Mayville, NY"
CHAVENM,Chavez Det Crt,NM,Non-dedicated,109,210,"Roswell, NM"
CHELAWA,Chelan Co. Regional Jail,WA,Federal,0,103,"Wenatchee, WA"
CHEMUNY,Chemung County Jail,NY,Non-dedicated,59,60,"Elmira, NY"
CHENANY,Chenango County Jail,NY,Other / Unknown,60,61,"Norwich, NY"
CHEROOK,Cherokee County Jail,OK,Other / Unknown,51,52,"Tahlequah, OK"
CHSPKVA,Chesapeake City Jail,VA,Non-dedicated,200,210,"Chesapeake, VA"
CHFLDVA,Chesterfield Co. Jail,VA,Other / Unknown,173,202,"Chesterfield, VA"
CHYHOLD,Cheyenne Holdroom,WY,Hold / Staging,24,210,"Cheyenne, WY"
CHIHMIA,Chi Health Mercy Council Bluffs,IA,Medical,179,180,"Council Bluffs, IA"
MDLNDNE,Chi Health Midlands Hospital,NE,Medical,202,203,"Papillion, NE"
CSLLFTX,Chi St Luke's H M Lufkin,TX,Medical,186,201,"Lufkin, TX"
CHISLTX,Chi St Luke's Health Mem,TX,Medical,171,202,"Lufkin, TX"
CHIHOLD,Chicago Hold Room,IL,Hold / Staging,26,210,"Chicago, IL"
CHPHOVA,Chippenham Hospital - Richmond,VA,Medical,200,203,"Richmond, VA"
CHIPPMI,"Chippewa Co., SSM",MI,Non-dedicated,0,210,"Sault Ste. Marie, MI"
VTCHTDN,Chittenden Reg. Cor. Facility,VT,Non-dedicated,13,210,"South Burlington, VT"
CHRISMO,Christian Co Sheriff Dept,MO,Non-dedicated,0,163,"Ozark, MO"
CHRISKY,Christian County Jail,KY,Federal,203,210,"Hopkinsville, KY"
CHSRHTX,Christus Santa Rosa Hospital - Med,TX,Medical,187,199,"Irving, TX"
CCCSSTX,Christus Spohn Hosp CC - South,TX,Medical,172,173,"Corpus Christi, TX"
CIBOCNM,Cibola County Correctional Center,NM,Non-dedicated,98,210,"Milan, NM"
CIBOLNM,Cibola County Det Ctr,NM,Non-dedicated,110,208,"Milan, NM"
CIBOGNM,Cibola General Hospital,NM,Medical,182,198,"Grants, NM"
OKCIMMC,Cimarron Correctional Facility,OK,Federal,197,210,"Cushing, OK"
CINHOLD,Cincinnati Holdroom,OH,Hold / Staging,134,209,"Cincinnati, OH"
CITRUFL,Citrus County Jail,FL,Non-dedicated,2,209,"Lecanto, FL"
CLARIPA,Clarion  County Corrections,PA,Non-dedicated,7,8,"Shippenville, PA"
CLARKIN,Clark County Jail,IN,Federal,198,210,"Jeffersonville, IN"
CLARKWA,Clark County Jail,WA,Non-dedicated,1,2,"Vancouver, WA"
CFREDVA,Clarke Fred'k Winch.,VA,Non-dedicated,0,1,"Winchester, VA"
CLAYCIN,Clay County Justice Center,IN,Federal,57,210,"Brazil, IN"
CLEHOLD,Cleveland Hold Room,OH,Hold / Staging,44,209,"Cleveland, OH"
CLINTPA,Clinton County Corr. Fac.,PA,Federal,0,210,"Mcelhattan, PA"
CLICONY,Clinton County Jail,NY,Federal,0,210,"Plattsburgh, NY"
CLINTIN,Clinton County Jail,IN,Federal,199,210,"Frankfort, IN"
CBENDTX,Coastal Bend Det. Facility,TX,Federal,44,210,"Robstown, TX"
COBBJGA,Cobb County Jail,GA,Non-dedicated,0,196,"Marietta, GA"
COCHIAZ,Cochise Co Jail Bisbee AZ,AZ,Non-dedicated,18,160,"Bisbee, AZ"
COCONAZ,Coconino Co Detention Facility,AZ,Federal,2,206,"Flagstaff, AZ"
COLLIFL,Collier County Sheriff,FL,Non-dedicated,0,210,"Naples, FL"
CODCCSP,Colo Dept Of Corrections,CO,Non-dedicated,200,204,"Canon City, CO"
CSDHOLD,Colo Springs Den HSI Hold,CO,Hold / Staging,132,210,"Colorado Springs, CO"
COLOMNY,Colombia County Jail,NY,Non-dedicated,4,16,"Hudson, NY"
COLCASC,Columbia Care Center,SC,Medical,0,204,"Columbia, SC"
COLUMPA,Columbia County Jail,PA,Federal,0,162,"Bloomsburg, PA"
COLUMFL,Columbia County Jail,FL,Other / Unknown,167,208,"Lake City, FL"
COLUMOR,Columbia County Jail,OR,Federal,0,70,"Saint Helens, OR"
CKHOSFL,Columbia Kendal Hospital,FL,Medical,0,204,"Miami, FL"
COAHOLD,"Columbia, SC Holdroom",SC,Hold / Staging,69,210,"Columbia, SC"
CLMHOLD,Columbus Holdroom,OH,Hold / Staging,86,210,"Columbus, OH"
CISAETX,Comfort Inn Ste Elp Airp,TX,Hotel,150,151,"El Paso, TX"
CSANOLA,Comfort Suites Alexandria,LA,Hotel,151,154,"Alexandria, LA"
CISEPTX,Comfort Suites Casa Consuelo,TX,Family / Youth,150,160,"El Paso, TX"
COMFTFL,Comfort Suites Hotel,FL,Hotel,0,146,"Miami, FL"
CWHCCMP,Commonwealth Healthcare Corp,MP,Medical,180,181,"Saipan, MP"
CRMCFCA,Community Reg Med Center,CA,Medical,175,189,"Fresno, CA"
CMPJVNY,Compass House Shelter,NY,Family / Youth,0,123,"Buffalo, NY"
CONCOLA,Concordia Parish C C,LA,Non-dedicated,31,68,"Ferriday, LA"
CONEJCO,Conejos County Jail,CO,Non-dedicated,0,69,"Antonito, CO"
CONHOTX,Connally Memorial Medical Center,TX,Medical,195,196,"Floresville, TX"
CONWECA,Contra Costa Co Jail/West,CA,Federal,18,119,"Richmond, CA"
CONCOCA,Contra Costa Co. Jail,CA,Federal,18,119,"Martinez, CA"
CCRMCCA,Contra Costa Reg Med Ctr,CA,Medical,199,200,"Martinez, CA"
CONVEWY,Converse County Jail,WY,Non-dedicated,0,7,"Douglas, WY"
CCHHSIL,Cook County Hospital-JHS,IL,Medical,94,132,"Chicago, IL"
AKCOOKI,"Cook Inlet Pretrial, Anch",AK,Non-dedicated,0,198,"Anchorage, AK"
COOSCOR,Coos Co. Jail,OR,Non-dedicated,38,127,"Coquille, OR"
COOCONH,Coos County Jail,NH,Federal,127,135,"West Stewartstown, NH"
BTSHOMI,Corewell Hlth Gr Hosp-Butterworth,MI,Medical,202,204,"Grand Rapids, MI"
CRPHOLD,Corpus Christi EOR Hold Room,TX,Hold / Staging,178,210,"Corpus Christi, TX"
OHNORWE,Corrections Center of NW Ohio,OH,Federal,197,210,"Stryker, OH"
