detention_facility_code,name,state,start,end,place,type
BOPLVN,Leavenworth USP,KS,196,197,"Leavenworth, KS",Other
LEHIGPA,"Lehigh County Jail, PA",PA,112,131,"Allentown, PA",Federal
LVYHOPA,Lehigh Valley Hospital - Pocono,PA,191,195,"East Stroudsburg, PA",Medical
AKLEMON,"Lemon Creek, Juneau,AK",AK,1,181,"Juneau, AK",Federal
LSHOSMA,Lemuel Shattuck Hospital,MA,1,189,"Jamaica Plain, MA",Medical
LEVYCFL,Levy County Jail,FL,166,195,"Bronson, FL",Non-dedicated
LEWISMT,Lewis & Clark County Jail,MT,0,118,"Helena, MT",Non-dedicated
LEWISNY,Lewis County Jail,NY,45,46,"Lowville, NY",Non-dedicated
LEXINSC,Lexington County Jail,SC,26,197,"Lexington, SC",Federal
LEXFCKY,Lexington Processing @ Fayette Co,KY,178,197,"Lexington, KY",Federal
BOPLEX,Lexinton Fed.Med Center,KY,67,114,"Lexington, KY",Federal
LIMMCTX,Limeston Medical Center,TX,173,188,"Groesbeck, TX",Medical
LIMCJTX,Limestone County Jail,TX,170,175,"Groesbeck, TX",Other
LIMESTX,Limestone Det Center,TX,0,197,"Groesbeck, TX",Federal
LINCONE,Lincoln County Jail,NE,120,197,"North Platte, NE",Non-dedicated
LINCOMO,Lincoln County Sheriff's,MO,7,194,"Troy, MO",Non-dedicated
LINNCOR,Linn Co Jail,OR,12,85,"Albany, OR",Non-dedicated
LINNJIA,Linn County Jail,IA,14,184,"Cedar Rapids, IA",Federal
LRAHOLD,Little Rock Hold Room,AR,29,197,"Little Rock, AR",Hold
NYLIVIC,Livingston Correctional,NY,171,172,"Sonyea, NY",Other
LIVINNY,Livingston County Jail,NY,18,116,"Geneseo, NY",Federal
LLUMCCA,Loma Linda University Med Center,CA,72,156,"Loma Linda, CA",Medical
BOPLOF,Lompoc FCI,CA,8,194,"Lompoc, CA",Federal
BOPLOM,Lompoc USP,CA,55,186,"Lompoc, CA",Federal
LONPDAR,Lonoke Police Dept Det.Ctr,AR,0,160,"Lonoke, AR",Non-dedicated
LTVHOLD,"Lorton, VA Hold Room",VA,124,181,"Fairfax, VA",Hold
LOSCJCA,Los Angeles County Jail-Twin Tower,CA,0,136,"Los Angeles, CA",Non-dedicated
BOPLOS,Los Angeles Met.Det.Ctr.,CA,0,185,"Los Angeles, CA",Federal
LPD77CA,Los Angeles Police PD 77th Div.,CA,87,125,"Los Angeles, CA",Other
LOSHOLD,Los Cust Case,CA,0,197,"San Pedro, CA",Hold
LSFHOLD,Los Fresnos Hold Room,TX,0,194,"Los Fresnos, TX",Hold
LFRESTX,Los Fresnos Police Dept.,TX,83,85,"Los Fresnos, TX",Other
LOUCOVA,Loudoun County,VA,6,128,"Leesburg, VA",Federal
LOUHOLD,Louisville Hold Room,KY,60,195,"Louisville, KY",Hold
LDFHOLD,Loveland Holdroom,CO,24,87,"Loveland, CO",Hold
LRKMCFL,Lower Keys Medical Center,FL,117,133,"Key West, FL",Medical
LYOLAIL,Loyola Center For Health,IL,98,189,"Maywood, IL",Medical
LOYMCIL,Loyola Medical Center,IL,20,26,"Maywood, IL",Medical
LUBBOTX,Lubbock County Jail,TX,0,197,"Lubbock, TX",Federal
LBKHOLD,Lubbock Hold Room,TX,53,197,"Lubbock, TX",Hold
LUFKNTX,Lufkin Police Dept.,TX,110,111,"Lufkin, TX",Other
LUNCONM,Luna County Jail,NM,17,33,"Deming, NM",Non-dedicated
MHFSHMN,M Health Fairview Southdale Hosp,MN,192,194,"Edina, MN",Medical
MACCOMI,"Macomb Co.Mt.Clemens,MI.",MI,0,37,"Mount Clemens, MI",Federal
MADISMS,"Madison Co. Jail, MS.",MS,103,197,"Canton, MS",Non-dedicated
MADISID,Madison County Jail,ID,0,47,"Rexburg, ID",Non-dedicated
MADISNY,Madison County Jail,NY,0,60,"Wampsville, NY",Federal
MAHONOH,Mahoning County Jail,OH,0,43,"Youngstown, OH",Non-dedicated
JAMESGA,Main Folkston IPC Drjames,GA,99,149,"Folkston, GA",Dedicated
MEYTHCT,Maine Youth Center - Long Creek,ME,32,187,"South Portland, ME",Family / Children
MANATFL,Manatee County Detention-Annex,FL,181,197,"PALMETTO, FL",Non-dedicated
MANHOLD,Manchester Holdroom,NH,23,197,"Manchester, NH",Hold
MAPLEOH,Maple Heights City Jail,OH,0,115,"Maple Heights, OH",Federal
NYMARCC,Marcy Correctional,NY,168,181,"Marcy, NY",Other
MCFAJAZ,Maricopa County Jail,AZ,0,167,"Phoenix, AZ",Federal
MCMEDAZ,Maricopa Medical Center,AZ,0,183,"Phoenix, AZ",Medical
MARICOR,Marion Co Jail,OR,54,55,"Salem, OR",Non-dedicated
FLMARIC,Marion Correctional Inst.,FL,124,128,"Ocala, FL",Other
MARIOFL,Marion County Jail,FL,195,197,"Oscala, FL",Federal
MARIOIN,Marion County Jail,IN,0,197,"Indianapolis, IN",Federal
BOPMAR,Marion USP,IL,0,24,"Marion, IL",Federal
MARSHIA,Marshall County Jail,IA,24,133,"Marshalltown, IA",Federal
MARTIFL,Martin County Jail,FL,4,196,"Stuart, FL",Non-dedicated
MARTNTX,Martin County Jail,TX,57,58,"Stanton, TX",Other
MWASHVA,Mary Washington Hospital,VA,178,197,"Fredericksburg, VA",Medical
AKMATSU,"Matsu Pretrial, Palmer AK",AK,0,197,"Palmer, AK",Non-dedicated
MAVERTX,Maverick County Jail,TX,6,197,"Eagle Pass, TX",Non-dedicated
MCHALMN,Mayo Clinic Health Sys Albert Lea,MN,192,193,"Albert Lea, MN",Medical
MCHENIL,McHenry County Sheriff's,IL,0,182,"Woodstock, IL",Federal
MLPHHMI,McLaren Port Huron Hosp,MI,180,181,"Port Huron, MI",Medical
AKMCYOU,McLaughlin Youth Center,AK,14,20,"Anchorage, AK",Family / Children
BOPRAE,"McRae Correctional Facility, CCA",GA,0,106,"Mcrae, GA",Federal
MCAHOLD,Mcallen Hold Room,TX,143,197,"Edinburg, TX",Other
MCCDCTX,Mcclennan County Detention Center,TX,0,31,"Waco, TX",Federal
BOPMCR,Mccreary USP,KY,16,174,"Pine Knot, KY",Federal
CACFMCF,Mcfarland CCF,CA,128,129,"Mcfarland, CA",Non-dedicated
MCKINNM,Mckinley County Adult Det. Cen.,NM,95,155,"Gallup, NM",Non-dedicated
MCCLETX,Mclennan County Jail,TX,6,197,"Waco, TX",Non-dedicated
MEADESD,"Meade Co. Jail, SD",SD,1,54,"Sturgis, SD",Non-dedicated
MECKLNC,Mecklenburg (NC) Co Jail,NC,0,144,"Charlotte, NC",Federal
MEDHOLD,Medford Sub-Office,OR,4,197,"Medford, OR",Hold
MHNHHTX,Memorial Hermann NW Hosp,TX,171,197,"Houston, TX",Medical
MEMHOCA,Memorial Hospital Bakersfield,CA,179,180,"Bakersfield, CA",Medical
MEMRHFL,Memorial Regional Hosp.,FL,136,191,"Hollywood, FL",Medical
BOPMEM,Memphis Fed.Corr.Inst.,TN,0,17,"Memphis, TN",Federal
MEMHOLD,Memphis Hold Room,TN,18,197,"Memphis, TN",Hold
MRCDSTX,Mercedes Police Dept.,TX,80,173,"Mercedes, TX",Other
MERCEIL,Mercer County Corrections,IL,113,143,"Aledo, IL",Other
MHTFHOH,Mercy Health - Tiffin Hospital,OH,181,182,"Tiffin, OH",Medical
MEHOSCA,Mercy Hosp Downtown Bakersfield,CA,195,196,"Bakersfield, CA",Medical
MERCYFL,Mercy Hospital,FL,135,187,"Miami, FL",Medical
MEMCRCA,Mercy Medical Ctr Redding,CA,192,193,"Redding, CA",Medical
MESJACO,Mesa County Jail,CO,0,197,"Grand Junction, CO",Federal
CACFMES,Mesa Verde ICE Processing Center,CA,77,197,"Bakersfield, CA",Dedicated
METHOTX,Methodist Hospital,TX,184,197,"San Antonio, TX",Medical
MHMSATX,Methodist Hospital Metropolitan,TX,170,195,"San Antonio, TX",Medical
MHNSATX,Methodist Hospital Northeast,TX,168,196,"Live Oak, TX",Medical
MTHOSTX,Methodist Hospital South,TX,171,186,"Jourdanton, TX",Medical
MHSOSTX,Methodist Hospital Stone Oak,TX,173,186,"San Antonio, TX",Medical
MHTSATX,Methodist Hospital Texsan,TX,168,196,"San Antonio, TX",Medical
MSTHSTX,Methodist Specialty Transplant Hos,TX,168,196,"San Antonio, TX",Medical
METROFL,Metro Dade Jail,FL,7,141,"Miami, FL",Non-dedicated
MIAHOLD,Miami (Miramar) Hold Room,FL,0,197,"Miami, FL",Hold
IBPSMIA,Miami Border Patrol,FL,100,163,"Miami, FL",Other
BOPMIA,Miami FCI (Former MCC),FL,97,98,"Miami, FL",Federal
BOPMIM,Miami Fed.Det.Center,FL,2,197,"Miami, FL",Federal
MSF,Miami Staging Facility,FL,15,197,"Miami, FL",Hold
MRREGVA,Middle River Regional Jail,VA,179,194,"Staunton, VA",Other
MIDBIMA,Middlesex County H.O.C.-Billerica,MA,3,4,"Cambridge, MA",Non-dedicated
MIDDLNJ,Middlesex County Jail,NJ,0,34,"North Brunswick, NJ",Non-dedicated
MIDLATX,Midland Detention Center,TX,33,197,"Midland, TX",Federal
MLDHOLD,"Midland, TX ERO Holdroom",TX,50,197,"Midland, TX",Hold
NYMDSTC,Midstate Correctional,NY,174,179,"Marcy, NY",Other
GTMODCU,Migrant Ops Center Main Av622,CU,196,197,"FPO, CU",Federal
MILLRAR,Miller County Jail,AR,0,197,"Texarkana, AR",Federal
MHRHOPA,Milton S. Hershey Medical Center,PA,193,194,"Hershey, PA",Medical
MILHOLD,Milwaukee Holdroom,WI,9,197,"Milwaukee, WI",Hold
MINERMT,Mineral County Jail,MT,6,7,"Superior, MT",Non-dedicated
MINICID,Minicassia Det. Center,ID,1,192,"Burley, ID",Non-dedicated
MNCOAKC,"Minn.C.F, Oak Park Hgts",MN,2,3,"Stillwater, MN",Non-dedicated
MINNESD,Minnehaha County Jail,SD,0,197,"Sioux Falls, SD",Federal
LANCACA,Mira Loma Det.Center,CA,0,108,"Lancaster, CA",Dedicated
MIRHPRI,Miriam Hospital,RI,172,197,"Providence, RI",Medical
MISCOMO,Mississippi County Detention Cente,MO,0,124,"Charleston, MO",Non-dedicated
MISSOMT,Missoula County,MT,0,145,"Missoula, MT",Non-dedicated
MOAHOLD,Mobile Holdroom,AL,188,197,"Mobile, AL",Hold
MOFFECO,Moffat County Jail,CO,0,190,"Craig, CO",Non-dedicated
MOHAVAZ,Mohave Co Corr Center,AZ,2,3,"Kingman, AZ",Non-dedicated
NYMOHOC,Mohawk Correctional,NY,92,181,"Rome, NY",Other
MONMONJ,Monmouth County Jail,NJ,0,134,"Freehold, NJ",Non-dedicated
MONROMI,Monroe County Detention-Dorm,MI,0,197,"Monroe, MI",Non-dedicated
MONRONY,Monroe County Jail,NY,0,14,"Rochester, NY",Non-dedicated
MONROFL,Monroe County Jail,FL,0,197,"Key West, FL",Non-dedicated
MNROEMI,Monroe County Sheriff/Jail-Main,MI,61,197,"Monroe, MI",Non-dedicated
MTPPDCA,Monterey Park Police Dept,CA,0,27,"Monterey Park, CA",Federal
MONCJAL,Montgomery City Jail,AL,1,131,"Montgomery, AL",Federal
MNTGMAL,Montgomery City Jail,AL,31,196,"Montgomery, AL",Non-dedicated
MONTGPA,"Montgomery Cnty Jail, PA",PA,0,136,"Norristown, PA",Federal
MONTGAL,Montgomery Co Mac Sim Butler D.F.,AL,56,197,"Montgomery, AL",Federal
MONTGTX,Montgomery County Jail,TX,0,179,"Conroe, TX",Non-dedicated
MONTGNY,Montgomery County Jail,NY,7,8,"Fonda, NY",Non-dedicated
